"respondent_id","choice_set","distance_5min_A","wait_sameweek_A","provider_md_A","copay_A","distance_5min_B","wait_sameweek_B","provider_md_B","copay_B","choice_A"
79,6,1,0,1,25,0,0,0,25,1
79,7,1,1,1,50,1,0,0,25,1
79,8,1,1,0,25,0,0,0,25,1
80,1,1,0,0,25,0,0,0,25,1
80,2,1,1,0,25,0,1,0,25,1
80,3,0,0,0,25,0,1,1,50,0
80,4,1,0,0,50,1,1,1,50,0
80,5,1,0,1,50,1,1,1,25,0
80,6,0,0,1,50,1,0,1,50,0
80,7,0,0,0,25,1,1,0,25,0
80,8,1,1,0,50,1,1,0,25,0
81,1,1,0,0,50,0,0,1,50,1
81,2,0,1,0,50,0,1,1,50,1
81,3,1,0,0,50,1,1,0,50,0
81,4,1,1,0,50,0,0,1,25,1
81,5,1,1,0,50,0,0,1,50,1
81,6,0,1,0,50,0,1,0,25,0
81,7,0,1,1,25,0,0,1,50,1
81,8,0,1,0,25,1,0,0,25,0
82,1,0,0,1,25,0,0,0,50,1
82,2,0,0,1,25,1,1,1,25,0
82,3,0,0,1,25,1,1,1,50,0
82,4,1,1,1,25,0,1,1,25,1
82,5,1,0,0,50,1,0,0,25,0
82,6,1,0,1,25,1,1,0,25,0
82,7,0,1,1,25,1,0,1,50,1
82,8,0,1,1,50,0,1,1,25,0
83,1,1,1,1,25,0,1,1,25,1
83,2,1,1,0,50,0,1,1,25,1
83,3,0,1,1,25,0,1,0,50,1
83,4,1,1,1,25,0,1,0,25,1
83,5,0,0,0,50,0,1,1,50,0
83,6,1,1,1,50,0,0,0,25,1
83,7,1,1,1,50,1,1,0,25,0
83,8,1,1,1,50,0,0,1,50,1
84,1,1,0,1,25,0,0,0,25,1
84,2,0,0,1,50,0,1,0,25,0
84,3,1,1,1,50,1,1,0,25,0
84,4,1,1,1,50,0,1,0,25,1
84,5,1,1,0,50,0,0,1,25,1
84,6,0,0,0,25,1,1,1,25,0
84,7,1,1,1,50,1,0,1,25,1
84,8,0,0,1,50,0,1,1,50,0
85,1,0,0,1,25,0,1,1,50,0
85,2,0,1,0,50,0,0,1,50,1
85,3,0,0,1,25,1,1,0,50,0
85,4,1,0,1,25,1,1,1,25,0
85,5,0,1,1,50,0,1,0,50,1
85,6,0,1,0,50,0,0,0,50,1
85,7,1,0,1,50,0,1,1,50,1
85,8,0,0,0,25,0,0,0,50,1
86,1,1,0,0,25,1,0,1,50,1
86,2,0,1,1,50,0,0,1,50,1
86,3,0,0,0,50,1,0,1,25,0
86,4,0,1,0,50,0,0,1,50,1
86,5,1,0,1,50,1,1,1,50,0
86,6,1,0,1,50,0,1,1,25,0
86,7,1,1,0,50,0,1,0,25,1
86,8,1,1,1,25,0,0,1,50,1
87,1,1,1,0,50,1,1,1,25,0
87,2,1,1,0,25,0,1,0,50,1
87,3,1,0,1,25,1,1,0,50,0
87,4,0,1,1,25,1,1,0,50,0
87,5,1,1,0,50,0,0,0,50,1
87,6,0,0,0,25,0,0,1,25,0
87,7,1,0,0,25,1,0,1,50,1
87,8,1,1,1,50,1,1,0,25,0
88,1,0,1,0,25,1,1,0,25,0
88,2,1,1,0,50,1,0,1,50,1
88,3,1,1,1,25,0,1,0,25,1
88,4,0,1,0,50,1,1,0,50,0
88,5,1,1,1,25,0,1,1,50,1
88,6,1,0,1,25,1,0,0,50,1
88,7,0,1,0,50,0,1,0,25,0
88,8,0,0,0,25,1,0,0,50,0
89,1,0,1,0,50,1,1,0,50,0
89,2,0,0,0,50,1,1,0,25,0
89,3,0,0,1,25,1,1,1,50,0
89,4,1,0,1,50,0,1,1,50,0
89,5,1,1,0,50,1,0,0,50,1
89,6,0,1,0,50,0,0,1,25,1
89,7,1,1,0,50,0,1,0,50,1
89,8,1,0,0,25,0,1,1,50,0
90,1,0,0,1,25,1,1,0,50,0
90,2,0,0,0,50,1,0,1,25,0
90,3,1,0,0,25,1,0,1,50,1
90,4,0,1,0,50,0,0,0,50,1
90,5,0,1,1,50,0,1,0,25,0
90,6,1,1,0,50,1,1,1,50,0
90,7,1,0,1,50,1,1,0,25,0
90,8,1,0,1,50,0,0,1,50,1
91,1,0,0,0,25,0,1,0,50,0
91,2,0,1,0,25,1,1,1,50,0
91,3,1,1,0,25,0,1,1,50,1
91,4,1,0,1,25,0,0,1,50,1
91,5,1,0,0,50,1,1,1,50,0
91,6,0,1,1,25,0,0,1,50,1
91,7,1,1,1,50,1,0,1,25,1
91,8,0,0,0,50,1,1,0,25,0
92,1,0,1,1,50,1,0,1,50,1
92,2,0,1,0,50,0,0,0,50,1
92,3,0,0,0,25,1,0,1,50,0
92,4,0,1,1,25,1,0,0,25,1
92,5,1,0,0,25,0,1,1,50,1
92,6,1,0,0,25,1,1,0,50,0
92,7,1,0,1,25,0,0,1,50,1
92,8,1,0,1,50,0,0,1,25,1
93,1,0,1,1,25,1,0,0,50,1
93,2,0,1,1,25,0,0,0,50,1
93,3,0,1,0,50,0,0,0,50,1
93,4,1,0,1,50,1,0,0,25,0
93,5,1,0,0,50,0,1,0,50,0
93,6,0,0,1,25,0,1,1,25,0
93,7,1,0,1,25,0,0,0,50,1
93,8,0,0,0,25,0,1,1,50,0
94,1,0,0,0,50,1,0,1,50,0
94,2,0,0,0,50,1,0,0,25,0
94,3,0,0,0,25,0,1,0,25,0
94,4,0,1,1,50,1,0,0,50,1
94,5,1,0,0,25,0,1,0,25,1
94,6,1,1,0,25,1,0,1,25,1
94,7,1,0,1,50,1,0,0,25,0
94,8,0,1,0,25,1,0,1,50,1
95,1,1,0,0,25,0,0,0,50,1
95,2,0,1,1,50,0,0,1,50,1
95,3,1,1,0,25,0,1,0,50,1
95,4,1,0,0,50,0,1,1,50,0
95,5,1,1,0,25,1,1,1,50,1
95,6,0,0,0,50,0,1,0,50,0
95,7,1,0,0,25,1,0,0,50,1
95,8,0,0,0,25,1,0,1,50,0
96,1,1,1,0,50,0,1,0,50,1
96,2,0,1,1,25,1,0,0,25,1
96,3,0,0,0,25,0,1,1,25,0
96,4,1,1,0,25,1,0,1,50,1
96,5,0,1,0,50,0,1,0,25,0
96,6,1,0,1,25,1,0,1,50,1
96,7,0,0,1,25,0,1,0,25,0
96,8,0,1,1,50,0,1,0,50,1
97,1,1,1,1,25,1,0,0,25,1
97,2,0,0,0,25,1,0,1,50,0
97,3,0,0,0,50,0,1,0,50,0
97,4,1,1,0,25,0,0,0,50,1
97,5,0,1,0,50,0,1,1,25,0
97,6,0,0,0,25,1,0,1,25,0
97,7,1,1,1,50,1,1,1,25,0
97,8,1,0,1,50,0,1,1,25,0
98,1,0,0,1,50,0,1,1,50,0
98,2,0,0,0,25,1,1,1,50,0
98,3,1,1,0,25,1,0,1,25,1
98,4,0,1,0,25,0,1,1,50,1
98,5,1,0,0,50,0,0,1,25,0
98,6,0,0,1,50,1,0,0,50,0
98,7,1,1,0,50,0,1,0,25,1
98,8,0,0,1,50,1,0,1,25,0
99,1,0,0,1,50,0,0,1,25,0
99,2,1,1,1,50,0,1,1,50,1
99,3,0,1,1,50,0,1,0,25,0
99,4,1,1,0,25,0,0,1,25,1
99,5,1,0,1,50,0,1,1,50,0
99,6,0,1,0,50,1,0,0,50,1
99,7,0,0,1,50,0,0,0,50,1
99,8,1,1,0,50,1,0,1,25,0
100,1,1,0,1,50,0,0,1,25,1
100,2,0,0,1,25,1,0,0,25,0
100,3,0,1,1,50,0,1,0,50,1
100,4,1,0,1,25,0,0,0,50,1
100,5,1,0,0,50,0,1,1,50,0
100,6,0,0,0,50,1,0,1,25,0
100,7,0,1,0,25,0,1,0,50,1
100,8,0,1,1,25,0,1,1,50,1
