"","respondent_id","choice_set","premium_A","deductible_A","network_A","premium_B","deductible_B","network_B","choice_A"
"535",67,7,300,1500,"Small",200,500,"Large",0
"536",67,8,200,1500,"Large",300,1500,"Large",1
"537",68,1,200,500,"Small",200,1500,"Large",0
"538",68,2,200,500,"Small",300,500,"Small",1
"539",68,3,200,500,"Large",200,1500,"Small",0
"540",68,4,300,1500,"Large",200,1500,"Large",1
"541",68,5,200,1500,"Small",300,1500,"Small",1
"542",68,6,300,500,"Large",300,500,"Small",1
"543",68,7,300,500,"Small",200,500,"Small",0
"544",68,8,200,1500,"Large",300,500,"Small",1
"545",69,1,200,1500,"Small",300,1500,"Large",1
"546",69,2,200,1500,"Small",300,1500,"Small",1
"547",69,3,200,1500,"Large",300,500,"Large",1
"548",69,4,200,500,"Large",300,1500,"Small",1
"549",69,5,200,500,"Small",300,500,"Large",1
"550",69,6,300,500,"Small",300,1500,"Small",1
"551",69,7,200,1500,"Large",300,1500,"Small",1
"552",69,8,300,1500,"Large",300,500,"Large",1
"553",70,1,200,1500,"Large",300,1500,"Small",1
"554",70,2,300,1500,"Small",200,1500,"Small",1
"555",70,3,300,500,"Large",200,500,"Large",0
"556",70,4,200,500,"Small",300,500,"Large",0
"557",70,5,200,1500,"Large",300,500,"Small",1
"558",70,6,300,1500,"Large",300,1500,"Small",1
"559",70,7,300,1500,"Small",300,1500,"Large",0
"560",70,8,200,1500,"Large",300,1500,"Large",1
"561",71,1,200,1500,"Large",300,500,"Small",1
"562",71,2,300,1500,"Small",200,500,"Small",0
"563",71,3,300,1500,"Large",300,500,"Large",0
"564",71,4,200,1500,"Small",300,500,"Large",1
"565",71,5,200,1500,"Large",300,500,"Large",1
"566",71,6,300,500,"Small",200,500,"Small",0
"567",71,7,200,500,"Small",200,500,"Large",0
"568",71,8,300,1500,"Large",200,500,"Small",1
"569",72,1,300,500,"Large",300,500,"Small",1
"570",72,2,300,1500,"Large",200,500,"Small",0
"571",72,3,300,500,"Large",200,500,"Large",0
"572",72,4,300,1500,"Small",300,500,"Large",0
"573",72,5,200,500,"Large",300,1500,"Small",1
"574",72,6,300,1500,"Small",300,1500,"Large",0
"575",72,7,300,1500,"Large",300,500,"Small",1
"576",72,8,300,1500,"Small",200,1500,"Large",1
"577",73,1,200,1500,"Small",200,500,"Small",0
"578",73,2,300,1500,"Small",200,1500,"Small",0
"579",73,3,300,500,"Small",200,500,"Large",0
"580",73,4,300,1500,"Large",200,1500,"Small",1
"581",73,5,300,1500,"Large",200,500,"Large",0
"582",73,6,300,500,"Large",200,500,"Large",0
"583",73,7,200,500,"Small",300,500,"Small",1
"584",73,8,300,500,"Large",200,1500,"Large",0
"585",74,1,300,1500,"Small",300,1500,"Large",0
"586",74,2,200,1500,"Small",300,1500,"Small",1
"587",74,3,200,500,"Large",300,500,"Small",1
"588",74,4,200,500,"Small",300,1500,"Large",1
"589",74,5,300,500,"Small",200,500,"Large",0
"590",74,6,300,500,"Large",200,1500,"Small",0
"591",74,7,300,500,"Small",300,1500,"Small",1
"592",74,8,300,500,"Large",300,500,"Small",0
"593",75,1,200,500,"Small",300,500,"Large",0
"594",75,2,200,1500,"Large",200,500,"Large",0
"595",75,3,300,500,"Small",300,500,"Large",1
"596",75,4,200,1500,"Large",300,500,"Small",1
"597",75,5,300,500,"Small",300,1500,"Large",1
"598",75,6,200,1500,"Small",300,1500,"Small",1
"599",75,7,200,500,"Large",300,500,"Small",1
"600",75,8,200,500,"Small",300,1500,"Small",1
"601",76,1,300,500,"Large",300,1500,"Large",0
"602",76,2,200,1500,"Large",300,500,"Large",1
"603",76,3,300,1500,"Small",300,500,"Large",0
"604",76,4,300,1500,"Small",300,1500,"Large",0
"605",76,5,200,500,"Small",200,1500,"Large",1
"606",76,6,300,500,"Small",200,1500,"Small",1
"607",76,7,300,1500,"Small",200,1500,"Large",0
"608",76,8,300,1500,"Small",200,1500,"Small",0
"609",77,1,200,1500,"Small",300,1500,"Large",1
"610",77,2,300,500,"Large",300,1500,"Large",0
"611",77,3,300,1500,"Small",300,1500,"Large",1
"612",77,4,300,500,"Small",200,500,"Large",1
"613",77,5,300,500,"Large",300,1500,"Small",0
"614",77,6,200,1500,"Large",200,500,"Large",0
"615",77,7,300,1500,"Small",300,500,"Large",0
"616",77,8,300,500,"Small",200,1500,"Small",0
"617",78,1,300,1500,"Small",300,500,"Large",0
"618",78,2,200,500,"Large",300,1500,"Large",1
"619",78,3,300,500,"Large",300,1500,"Large",0
"620",78,4,300,1500,"Large",200,500,"Small",0
"621",78,5,200,500,"Small",300,1500,"Large",1
"622",78,6,200,1500,"Small",200,500,"Large",0
"623",78,7,300,1500,"Small",300,1500,"Large",0
"624",78,8,300,500,"Large",300,1500,"Large",1
"625",79,1,200,500,"Large",200,1500,"Small",1
"626",79,2,200,1500,"Large",200,500,"Small",1
"627",79,3,200,500,"Large",200,1500,"Small",1
"628",79,4,200,500,"Large",200,1500,"Large",1
"629",79,5,300,1500,"Large",200,1500,"Large",0
"630",79,6,200,500,"Small",200,500,"Large",0
"631",79,7,200,500,"Large",200,1500,"Large",0
"632",79,8,200,500,"Small",200,1500,"Small",1
"633",80,1,300,500,"Large",200,500,"Large",0
"634",80,2,200,500,"Large",300,1500,"Small",1
"635",80,3,200,500,"Large",300,1500,"Large",1
"636",80,4,300,1500,"Large",200,1500,"Small",0
"637",80,5,200,1500,"Large",300,500,"Small",1
"638",80,6,200,500,"Large",200,500,"Small",1
"639",80,7,200,1500,"Small",300,500,"Large",1
"640",80,8,200,500,"Small",300,1500,"Large",1
"641",81,1,200,1500,"Large",300,1500,"Large",1
"642",81,2,300,500,"Small",200,500,"Small",0
"643",81,3,200,500,"Large",300,1500,"Large",1
"644",81,4,300,500,"Large",200,1500,"Small",1
"645",81,5,300,1500,"Large",300,500,"Small",0
"646",81,6,200,500,"Large",200,500,"Small",1
"647",81,7,300,500,"Small",200,500,"Small",1
"648",81,8,200,500,"Large",200,1500,"Large",0
"649",82,1,200,500,"Large",200,1500,"Large",1
"650",82,2,300,500,"Small",300,1500,"Large",0
"651",82,3,200,500,"Small",300,1500,"Small",1
"652",82,4,200,1500,"Small",200,1500,"Large",0
"653",82,5,300,500,"Large",200,1500,"Large",0
"654",82,6,300,1500,"Large",200,1500,"Small",0
"655",82,7,300,500,"Small",300,1500,"Large",0
"656",82,8,300,500,"Large",200,500,"Small",0
"657",83,1,200,1500,"Large",300,500,"Small",1
"658",83,2,200,1500,"Large",200,500,"Large",1
"659",83,3,200,1500,"Small",200,500,"Small",0
"660",83,4,200,1500,"Small",300,500,"Large",0
"661",83,5,300,500,"Small",300,500,"Large",1
"662",83,6,300,500,"Small",200,1500,"Small",0
"663",83,7,200,1500,"Large",300,500,"Large",0
"664",83,8,200,500,"Small",200,500,"Large",1
"665",84,1,200,1500,"Small",200,500,"Large",0
"666",84,2,300,500,"Small",200,1500,"Large",0
"667",84,3,200,1500,"Large",300,1500,"Small",1
"668",84,4,200,1500,"Large",300,500,"Small",1
"669",84,5,200,500,"Small",200,500,"Large",0
"670",84,6,300,1500,"Small",200,500,"Small",0
"671",84,7,300,1500,"Small",300,500,"Small",0
"672",84,8,300,1500,"Small",300,500,"Large",0
"673",85,1,300,500,"Small",200,1500,"Large",0
"674",85,2,300,1500,"Large",300,1500,"Small",1
"675",85,3,200,1500,"Small",200,500,"Large",0
"676",85,4,300,500,"Large",200,500,"Small",1
"677",85,5,200,1500,"Large",300,1500,"Small",1
"678",85,6,200,1500,"Large",300,500,"Large",1
"679",85,7,200,500,"Large",300,1500,"Large",1
"680",85,8,300,1500,"Large",200,1500,"Small",1
"681",86,1,300,1500,"Large",300,500,"Small",1
"682",86,2,200,1500,"Large",200,500,"Large",0
"683",86,3,200,500,"Small",300,500,"Small",1
"684",86,4,200,500,"Small",200,500,"Large",1
"685",86,5,200,1500,"Small",200,500,"Small",0
"686",86,6,200,500,"Small",300,500,"Large",0
"687",86,7,300,500,"Small",200,1500,"Large",0
"688",86,8,300,500,"Large",300,1500,"Small",1
"689",87,1,300,500,"Large",300,1500,"Large",1
"690",87,2,300,500,"Large",200,1500,"Small",1
"691",87,3,200,500,"Large",300,500,"Large",1
"692",87,4,200,1500,"Large",300,1500,"Large",1
"693",87,5,200,500,"Small",200,1500,"Small",1
"694",87,6,200,1500,"Large",300,500,"Large",0
"695",87,7,200,1500,"Small",200,1500,"Large",1
"696",87,8,300,500,"Large",200,1500,"Small",0
"697",88,1,300,1500,"Small",300,1500,"Large",0
"698",88,2,200,1500,"Small",300,1500,"Small",1
"699",88,3,200,1500,"Small",300,500,"Small",0
"700",88,4,200,1500,"Small",300,500,"Small",1
"701",88,5,200,1500,"Small",200,500,"Small",0
"702",88,6,300,500,"Small",200,500,"Small",0
"703",88,7,300,1500,"Small",300,1500,"Large",1
"704",88,8,300,1500,"Large",200,500,"Large",0
"705",89,1,300,1500,"Large",300,500,"Small",0
"706",89,2,200,500,"Large",200,500,"Small",1
"707",89,3,300,500,"Large",300,1500,"Large",1
"708",89,4,300,500,"Large",200,500,"Small",1
"709",89,5,300,500,"Large",300,500,"Small",1
"710",89,6,200,500,"Large",200,500,"Small",0
"711",89,7,300,500,"Large",200,1500,"Small",1
"712",89,8,200,1500,"Small",200,500,"Small",0
"713",90,1,200,1500,"Large",200,500,"Large",0
"714",90,2,300,500,"Large",200,500,"Large",0
"715",90,3,300,500,"Large",200,500,"Small",0
"716",90,4,300,1500,"Large",300,500,"Small",1
"717",90,5,300,1500,"Small",200,500,"Small",0
"718",90,6,300,500,"Large",200,1500,"Small",0
"719",90,7,200,1500,"Small",300,500,"Large",0
"720",90,8,300,500,"Large",200,500,"Large",0
"721",91,1,300,1500,"Small",200,500,"Large",0
"722",91,2,200,1500,"Large",300,500,"Small",1
"723",91,3,300,1500,"Small",200,1500,"Small",0
"724",91,4,300,500,"Small",300,1500,"Small",0
"725",91,5,200,1500,"Small",300,1500,"Large",0
"726",91,6,300,500,"Large",300,1500,"Large",1
"727",91,7,300,500,"Large",300,1500,"Large",1
"728",91,8,300,500,"Large",300,1500,"Small",1
"729",92,1,300,500,"Small",300,500,"Large",0
"730",92,2,300,1500,"Large",300,500,"Large",0
"731",92,3,300,1500,"Small",200,1500,"Large",0
"732",92,4,200,1500,"Small",300,500,"Large",0
"733",92,5,300,1500,"Large",200,500,"Large",0
"734",92,6,300,1500,"Large",200,500,"Small",1
"735",92,7,200,500,"Large",300,1500,"Small",1
"736",92,8,200,1500,"Small",200,1500,"Large",0
"737",93,1,300,1500,"Large",200,500,"Large",1
"738",93,2,200,500,"Small",300,500,"Small",1
"739",93,3,200,500,"Small",200,500,"Large",1
"740",93,4,300,1500,"Large",200,500,"Large",0
"741",93,5,200,1500,"Large",200,500,"Small",1
"742",93,6,300,1500,"Large",300,500,"Large",1
"743",93,7,300,1500,"Large",200,500,"Small",1
"744",93,8,300,1500,"Large",200,500,"Small",0
"745",94,1,200,500,"Large",300,500,"Small",1
"746",94,2,300,500,"Small",200,500,"Large",0
"747",94,3,300,500,"Small",200,1500,"Small",0
"748",94,4,200,1500,"Small",300,1500,"Small",1
"749",94,5,200,1500,"Small",200,500,"Large",0
"750",94,6,200,1500,"Small",300,500,"Small",1
"751",94,7,300,500,"Small",200,500,"Small",1
"752",94,8,300,1500,"Large",200,1500,"Large",1
"753",95,1,300,500,"Small",200,500,"Large",0
"754",95,2,300,500,"Small",200,1500,"Small",1
"755",95,3,200,500,"Small",200,1500,"Small",0
"756",95,4,200,500,"Large",200,500,"Small",1
"757",95,5,300,500,"Small",300,1500,"Small",0
"758",95,6,300,500,"Small",300,1500,"Small",1
"759",95,7,300,500,"Small",300,500,"Large",0
"760",95,8,200,1500,"Small",200,500,"Large",1
"761",96,1,200,1500,"Large",200,1500,"Small",0
"762",96,2,300,1500,"Large",200,500,"Small",0
"763",96,3,300,1500,"Large",200,1500,"Large",0
"764",96,4,300,1500,"Large",300,1500,"Small",1
"765",96,5,200,500,"Small",300,500,"Small",1
"766",96,6,300,1500,"Small",200,1500,"Small",1
"767",96,7,300,1500,"Large",300,500,"Large",1
"768",96,8,300,500,"Large",200,1500,"Small",0
"769",97,1,200,1500,"Small",300,500,"Small",1
"770",97,2,200,500,"Large",300,1500,"Small",0
"771",97,3,200,500,"Large",300,1500,"Large",1
"772",97,4,300,1500,"Large",300,500,"Small",1
"773",97,5,300,500,"Small",200,1500,"Small",0
"774",97,6,300,500,"Large",200,500,"Large",0
"775",97,7,200,500,"Small",200,1500,"Small",0
"776",97,8,200,500,"Small",200,1500,"Large",0
"777",98,1,300,1500,"Large",300,500,"Large",0
"778",98,2,200,500,"Small",200,1500,"Large",1
"779",98,3,300,500,"Small",200,500,"Large",0
"780",98,4,200,500,"Small",300,1500,"Large",1
"781",98,5,300,1500,"Large",300,500,"Large",0
"782",98,6,200,1500,"Small",300,1500,"Large",0
"783",98,7,200,1500,"Large",300,500,"Small",1
"784",98,8,300,500,"Large",200,500,"Small",0
"785",99,1,200,500,"Large",300,500,"Small",1
"786",99,2,300,500,"Large",200,500,"Small",0
"787",99,3,300,500,"Small",200,1500,"Large",0
"788",99,4,200,1500,"Large",300,500,"Small",1
"789",99,5,300,1500,"Small",300,500,"Small",0
"790",99,6,300,1500,"Small",200,1500,"Small",0
"791",99,7,200,500,"Small",300,1500,"Small",1
"792",99,8,200,1500,"Small",200,500,"Small",0
"793",100,1,200,500,"Small",300,500,"Small",1
"794",100,2,300,1500,"Large",200,500,"Small",0
"795",100,3,300,1500,"Small",200,1500,"Small",0
"796",100,4,300,500,"Large",300,1500,"Large",1
"797",100,5,200,500,"Small",300,1500,"Small",1
"798",100,6,200,500,"Large",200,1500,"Small",1
"799",100,7,200,500,"Large",200,1500,"Large",0
"800",100,8,300,500,"Large",200,1500,"Large",0
