respondent_id,wait_5min,video_hd,specialist,visit_cost,rating
73,1,0,0,75,4
73,0,1,0,75,5
73,1,1,0,75,8
73,0,0,1,75,5
73,1,0,1,75,7
73,0,1,1,75,8
73,1,1,1,75,8
74,0,0,0,25,3
74,1,0,0,25,5
74,0,1,0,25,7
74,1,1,0,25,8
74,0,0,1,25,6
74,1,0,1,25,6
74,0,1,1,25,5
74,1,1,1,25,7
74,0,0,0,75,2
74,1,0,0,75,4
74,0,1,0,75,5
74,1,1,0,75,5
74,0,0,1,75,4
74,1,0,1,75,6
74,0,1,1,75,5
74,1,1,1,75,7
75,0,0,0,25,4
75,1,0,0,25,8
75,0,1,0,25,6
75,1,1,0,25,8
75,0,0,1,25,6
75,1,0,1,25,8
75,0,1,1,25,7
75,1,1,1,25,8
75,0,0,0,75,3
75,1,0,0,75,5
75,0,1,0,75,5
75,1,1,0,75,6
75,0,0,1,75,6
75,1,0,1,75,6
75,0,1,1,75,7
75,1,1,1,75,8
76,0,0,0,25,3
76,1,0,0,25,5
76,0,1,0,25,7
76,1,1,0,25,7
76,0,0,1,25,6
76,1,0,1,25,8
76,0,1,1,25,6
76,1,1,1,25,8
76,0,0,0,75,4
76,1,0,0,75,4
76,0,1,0,75,3
76,1,1,0,75,5
76,0,0,1,75,6
76,1,0,1,75,7
76,0,1,1,75,4
76,1,1,1,75,7
77,0,0,0,25,4
77,1,0,0,25,7
77,0,1,0,25,7
77,1,1,0,25,8
77,0,0,1,25,7
77,1,0,1,25,7
77,0,1,1,25,8
77,1,1,1,25,8
77,0,0,0,75,5
77,1,0,0,75,5
77,0,1,0,75,3
77,1,1,0,75,8
77,0,0,1,75,7
77,1,0,1,75,5
77,0,1,1,75,7
77,1,1,1,75,8
78,0,0,0,25,6
78,1,0,0,25,8
78,0,1,0,25,6
78,1,1,0,25,8
78,0,0,1,25,8
78,1,0,1,25,8
78,0,1,1,25,8
78,1,1,1,25,9
78,0,0,0,75,3
78,1,0,0,75,6
78,0,1,0,75,4
78,1,1,0,75,7
78,0,0,1,75,5
78,1,0,1,75,6
78,0,1,1,75,7
78,1,1,1,75,9
79,0,0,0,25,3
79,1,0,0,25,5
79,0,1,0,25,6
79,1,1,0,25,7
79,0,0,1,25,6
79,1,0,1,25,9
79,0,1,1,25,6
79,1,1,1,25,8
79,0,0,0,75,3
79,1,0,0,75,5
79,0,1,0,75,3
79,1,1,0,75,7
79,0,0,1,75,5
79,1,0,1,75,6
79,0,1,1,75,5
79,1,1,1,75,7
80,0,0,0,25,6
80,1,0,0,25,6
80,0,1,0,25,6
80,1,1,0,25,6
80,0,0,1,25,7
80,1,0,1,25,9
80,0,1,1,25,9
80,1,1,1,25,9
80,0,0,0,75,5
80,1,0,0,75,4
80,0,1,0,75,5
80,1,1,0,75,6
80,0,0,1,75,7
80,1,0,1,75,6
80,0,1,1,75,7
80,1,1,1,75,8
81,0,0,0,25,4
81,1,0,0,25,6
81,0,1,0,25,5
81,1,1,0,25,6
81,0,0,1,25,6
81,1,0,1,25,8
81,0,1,1,25,7
81,1,1,1,25,8
81,0,0,0,75,5
81,1,0,0,75,4
81,0,1,0,75,4
81,1,1,0,75,6
81,0,0,1,75,5
81,1,0,1,75,8
81,0,1,1,75,6
81,1,1,1,75,8
82,0,0,0,25,6
82,1,0,0,25,6
82,0,1,0,25,6
82,1,1,0,25,8
82,0,0,1,25,9
82,1,0,1,25,7
82,0,1,1,25,7
82,1,1,1,25,10
82,0,0,0,75,5
82,1,0,0,75,5
82,0,1,0,75,4
82,1,1,0,75,6
82,0,0,1,75,7
82,1,0,1,75,5
82,0,1,1,75,7
82,1,1,1,75,9
83,0,0,0,25,4
83,1,0,0,25,6
83,0,1,0,25,7
83,1,1,0,25,6
83,0,0,1,25,6
83,1,0,1,25,7
83,0,1,1,25,7
83,1,1,1,25,8
83,0,0,0,75,3
83,1,0,0,75,5
83,0,1,0,75,6
83,1,1,0,75,7
83,0,0,1,75,4
83,1,0,1,75,6
83,0,1,1,75,4
83,1,1,1,75,6
84,0,0,0,25,2
84,1,0,0,25,6
84,0,1,0,25,4
84,1,1,0,25,6
84,0,0,1,25,8
84,1,0,1,25,8
84,0,1,1,25,6
84,1,1,1,25,8
84,0,0,0,75,1
84,1,0,0,75,3
84,0,1,0,75,5
84,1,1,0,75,6
84,0,0,1,75,4
84,1,0,1,75,7
84,0,1,1,75,6
84,1,1,1,75,6
85,0,0,0,25,5
85,1,0,0,25,6
85,0,1,0,25,6
85,1,1,0,25,8
85,0,0,1,25,7
85,1,0,1,25,8
85,0,1,1,25,10
85,1,1,1,25,9
85,0,0,0,75,2
85,1,0,0,75,4
85,0,1,0,75,4
85,1,1,0,75,7
85,0,0,1,75,4
85,1,0,1,75,6
85,0,1,1,75,6
85,1,1,1,75,8
86,0,0,0,25,6
86,1,0,0,25,6
86,0,1,0,25,5
86,1,1,0,25,9
86,0,0,1,25,7
86,1,0,1,25,9
86,0,1,1,25,8
86,1,1,1,25,9
86,0,0,0,75,4
86,1,0,0,75,6
86,0,1,0,75,4
86,1,1,0,75,6
86,0,0,1,75,6
86,1,0,1,75,6
86,0,1,1,75,8
86,1,1,1,75,8
87,0,0,0,25,4
87,1,0,0,25,6
87,0,1,0,25,7
87,1,1,0,25,7
87,0,0,1,25,7
87,1,0,1,25,8
87,0,1,1,25,7
87,1,1,1,25,9
87,0,0,0,75,4
87,1,0,0,75,5
87,0,1,0,75,4
87,1,1,0,75,7
87,0,0,1,75,6
87,1,0,1,75,7
87,0,1,1,75,7
87,1,1,1,75,9
88,0,0,0,25,5
88,1,0,0,25,6
88,0,1,0,25,6
88,1,1,0,25,7
88,0,0,1,25,8
88,1,0,1,25,7
88,0,1,1,25,7
88,1,1,1,25,8
88,0,0,0,75,2
88,1,0,0,75,4
88,0,1,0,75,3
88,1,1,0,75,6
88,0,0,1,75,5
88,1,0,1,75,7
88,0,1,1,75,6
88,1,1,1,75,8
89,0,0,0,25,5
89,1,0,0,25,4
89,0,1,0,25,7
89,1,1,0,25,8
89,0,0,1,25,8
89,1,0,1,25,9
89,0,1,1,25,8
89,1,1,1,25,10
89,0,0,0,75,3
89,1,0,0,75,6
89,0,1,0,75,6
89,1,1,0,75,8
89,0,0,1,75,5
89,1,0,1,75,7
89,0,1,1,75,8
89,1,1,1,75,8
90,0,0,0,25,6
90,1,0,0,25,7
90,0,1,0,25,6
90,1,1,0,25,8
90,0,0,1,25,8
90,1,0,1,25,9
90,0,1,1,25,8
90,1,1,1,25,10
90,0,0,0,75,6
90,1,0,0,75,6
90,0,1,0,75,4
90,1,1,0,75,6
90,0,0,1,75,7
90,1,0,1,75,8
90,0,1,1,75,6
90,1,1,1,75,9
91,0,0,0,25,4
91,1,0,0,25,6
91,0,1,0,25,5
91,1,1,0,25,5
91,0,0,1,25,7
91,1,0,1,25,9
91,0,1,1,25,7
91,1,1,1,25,10
91,0,0,0,75,4
91,1,0,0,75,3
91,0,1,0,75,4
91,1,1,0,75,4
91,0,0,1,75,4
91,1,0,1,75,7
91,0,1,1,75,7
91,1,1,1,75,6
92,0,0,0,25,6
92,1,0,0,25,8
92,0,1,0,25,6
92,1,1,0,25,6
92,0,0,1,25,8
92,1,0,1,25,9
92,0,1,1,25,9
92,1,1,1,25,10
92,0,0,0,75,5
92,1,0,0,75,6
92,0,1,0,75,5
92,1,1,0,75,6
92,0,0,1,75,8
92,1,0,1,75,8
92,0,1,1,75,5
92,1,1,1,75,8
93,0,0,0,25,5
93,1,0,0,25,6
93,0,1,0,25,5
93,1,1,0,25,6
93,0,0,1,25,7
93,1,0,1,25,8
93,0,1,1,25,7
93,1,1,1,25,9
93,0,0,0,75,3
93,1,0,0,75,4
93,0,1,0,75,4
93,1,1,0,75,7
93,0,0,1,75,6
93,1,0,1,75,7
93,0,1,1,75,6
93,1,1,1,75,8
94,0,0,0,25,7
94,1,0,0,25,6
94,0,1,0,25,5
94,1,1,0,25,8
94,0,0,1,25,8
94,1,0,1,25,9
94,0,1,1,25,7
94,1,1,1,25,10
94,0,0,0,75,5
94,1,0,0,75,6
94,0,1,0,75,6
94,1,1,0,75,5
94,0,0,1,75,5
94,1,0,1,75,8
94,0,1,1,75,6
94,1,1,1,75,9
95,0,0,0,25,4
95,1,0,0,25,7
95,0,1,0,25,5
95,1,1,0,25,6
95,0,0,1,25,6
95,1,0,1,25,6
95,0,1,1,25,7
95,1,1,1,25,8
95,0,0,0,75,4
95,1,0,0,75,3
95,0,1,0,75,5
95,1,1,0,75,5
95,0,0,1,75,4
95,1,0,1,75,7
95,0,1,1,75,6
95,1,1,1,75,8
96,0,0,0,25,6
96,1,0,0,25,6
96,0,1,0,25,4
96,1,1,0,25,7
96,0,0,1,25,6
96,1,0,1,25,8
96,0,1,1,25,6
96,1,1,1,25,8
96,0,0,0,75,3
96,1,0,0,75,5
96,0,1,0,75,4
96,1,1,0,75,5
96,0,0,1,75,7
96,1,0,1,75,7
96,0,1,1,75,5
96,1,1,1,75,7
97,0,0,0,25,5
97,1,0,0,25,8
97,0,1,0,25,6
97,1,1,0,25,6
97,0,0,1,25,6
97,1,0,1,25,7
97,0,1,1,25,6
97,1,1,1,25,9
97,0,0,0,75,5
97,1,0,0,75,6
97,0,1,0,75,3
97,1,1,0,75,6
97,0,0,1,75,6
97,1,0,1,75,7
97,0,1,1,75,6
97,1,1,1,75,9
98,0,0,0,25,4
98,1,0,0,25,7
98,0,1,0,25,5
98,1,1,0,25,7
98,0,0,1,25,7
98,1,0,1,25,10
98,0,1,1,25,8
98,1,1,1,25,9
98,0,0,0,75,3
98,1,0,0,75,5
98,0,1,0,75,3
98,1,1,0,75,6
98,0,0,1,75,7
98,1,0,1,75,8
98,0,1,1,75,6
98,1,1,1,75,8
99,0,0,0,25,3
99,1,0,0,25,4
99,0,1,0,25,6
99,1,1,0,25,6
99,0,0,1,25,6
99,1,0,1,25,8
99,0,1,1,25,8
99,1,1,1,25,10
99,0,0,0,75,4
99,1,0,0,75,4
99,0,1,0,75,5
99,1,1,0,75,5
99,0,0,1,75,4
99,1,0,1,75,5
99,0,1,1,75,6
99,1,1,1,75,8
100,0,0,0,25,6
100,1,0,0,25,7
100,0,1,0,25,6
100,1,1,0,25,7
100,0,0,1,25,7
100,1,0,1,25,9
100,0,1,1,25,9
100,1,1,1,25,9
100,0,0,0,75,3
100,1,0,0,75,4
100,0,1,0,75,3
100,1,1,0,75,5
100,0,0,1,75,5
100,1,0,1,75,7
100,0,1,1,75,6
100,1,1,1,75,8
