"respondent_id","profile_id","wait_15min","hours_extended","provider_md","visit_cost","rating"
56,2,0,1,1,75,5.9
56,3,1,0,1,75,5.3
56,4,0,0,1,75,4.9
56,5,1,1,0,75,5.8
56,6,0,1,0,75,5.5
56,7,1,0,0,75,5
56,8,0,0,0,75,3.5
56,9,1,1,1,150,5.6
56,10,0,1,1,150,2.5
56,11,1,0,1,150,4.3
56,12,0,0,1,150,2.5
56,13,1,1,0,150,5.8
56,14,0,1,0,150,2.2
56,15,1,0,0,150,4.8
56,16,0,0,0,150,1.9
57,1,1,1,1,75,6.5
57,2,0,1,1,75,5.7
57,3,1,0,1,75,6
57,4,0,0,1,75,4.7
57,5,1,1,0,75,7.6
57,6,0,1,0,75,4.5
57,7,1,0,0,75,3.9
57,8,0,0,0,75,3.1
57,9,1,1,1,150,5.1
57,10,0,1,1,150,3.6
57,11,1,0,1,150,3.1
57,12,0,0,1,150,1.9
57,13,1,1,0,150,4.4
57,14,0,1,0,150,2.8
57,15,1,0,0,150,3.3
57,16,0,0,0,150,1.6
58,1,1,1,1,75,8.2
58,2,0,1,1,75,4.9
58,3,1,0,1,75,4.8
58,4,0,0,1,75,3.1
58,5,1,1,0,75,6.3
58,6,0,1,0,75,6
58,7,1,0,0,75,5.8
58,8,0,0,0,75,2.5
58,9,1,1,1,150,5.3
58,10,0,1,1,150,2.9
58,11,1,0,1,150,3.4
58,12,0,0,1,150,2.6
58,13,1,1,0,150,6.8
58,14,0,1,0,150,4.1
58,15,1,0,0,150,2.7
58,16,0,0,0,150,2.3
59,1,1,1,1,75,7.3
59,2,0,1,1,75,5.7
59,3,1,0,1,75,6.2
59,4,0,0,1,75,5.2
59,5,1,1,0,75,5.3
59,6,0,1,0,75,5.1
59,7,1,0,0,75,5
59,8,0,0,0,75,3.1
59,9,1,1,1,150,6.2
59,10,0,1,1,150,5.2
59,11,1,0,1,150,4.6
59,12,0,0,1,150,3.1
59,13,1,1,0,150,4.5
59,14,0,1,0,150,3.2
59,15,1,0,0,150,2.7
59,16,0,0,0,150,2.2
60,1,1,1,1,75,8
60,2,0,1,1,75,6.1
60,3,1,0,1,75,5.7
60,4,0,0,1,75,4.1
60,5,1,1,0,75,5.2
60,6,0,1,0,75,2.8
60,7,1,0,0,75,5.8
60,8,0,0,0,75,2.9
60,9,1,1,1,150,5.4
60,10,0,1,1,150,4
60,11,1,0,1,150,5.5
60,12,0,0,1,150,3.5
60,13,1,1,0,150,5.6
60,14,0,1,0,150,2.7
60,15,1,0,0,150,4.7
60,16,0,0,0,150,1.3
61,1,1,1,1,75,6.1
61,2,0,1,1,75,4
61,3,1,0,1,75,5.8
61,4,0,0,1,75,4.5
61,5,1,1,0,75,7.2
61,6,0,1,0,75,5.3
61,7,1,0,0,75,5.4
61,8,0,0,0,75,3.2
61,9,1,1,1,150,5.3
61,10,0,1,1,150,3.9
61,11,1,0,1,150,5.2
61,12,0,0,1,150,2
61,13,1,1,0,150,3.9
61,14,0,1,0,150,1.4
61,15,1,0,0,150,2.8
61,16,0,0,0,150,1.4
62,1,1,1,1,75,6.3
62,2,0,1,1,75,5.2
62,3,1,0,1,75,5.1
62,4,0,0,1,75,3.8
62,5,1,1,0,75,5.5
62,6,0,1,0,75,3.6
62,7,1,0,0,75,5
62,8,0,0,0,75,2.4
62,9,1,1,1,150,4.7
62,10,0,1,1,150,5.4
62,11,1,0,1,150,4.4
62,12,0,0,1,150,2
62,13,1,1,0,150,4.8
62,14,0,1,0,150,3.6
62,15,1,0,0,150,4
62,16,0,0,0,150,1.8
63,1,1,1,1,75,5.7
63,2,0,1,1,75,4.8
63,3,1,0,1,75,6.7
63,4,0,0,1,75,4.1
63,5,1,1,0,75,6.6
63,6,0,1,0,75,4.6
63,7,1,0,0,75,5.8
63,8,0,0,0,75,5
63,9,1,1,1,150,5.7
63,10,0,1,1,150,2.3
63,11,1,0,1,150,4.6
63,12,0,0,1,150,2.2
63,13,1,1,0,150,4.9
63,14,0,1,0,150,2.5
63,15,1,0,0,150,4.8
63,16,0,0,0,150,2
64,1,1,1,1,75,7.2
64,2,0,1,1,75,4.6
64,3,1,0,1,75,7.8
64,4,0,0,1,75,3.9
64,5,1,1,0,75,6.7
64,6,0,1,0,75,4.2
64,7,1,0,0,75,4.9
64,8,0,0,0,75,3.5
64,9,1,1,1,150,6.3
64,10,0,1,1,150,4.7
64,11,1,0,1,150,4.2
64,12,0,0,1,150,2.5
64,13,1,1,0,150,5.7
64,14,0,1,0,150,4.2
64,15,1,0,0,150,3.5
64,16,0,0,0,150,1.9
65,1,1,1,1,75,7.7
65,2,0,1,1,75,5.3
65,3,1,0,1,75,5.1
65,4,0,0,1,75,4.6
65,5,1,1,0,75,4.1
65,6,0,1,0,75,5.2
65,7,1,0,0,75,5.7
65,8,0,0,0,75,3.9
65,9,1,1,1,150,5.8
65,10,0,1,1,150,3.2
65,11,1,0,1,150,4.2
65,12,0,0,1,150,1.8
65,13,1,1,0,150,3.7
65,14,0,1,0,150,3.5
65,15,1,0,0,150,3
65,16,0,0,0,150,3.1
66,1,1,1,1,75,7.8
66,2,0,1,1,75,4.8
66,3,1,0,1,75,5.9
66,4,0,0,1,75,5.2
66,5,1,1,0,75,6.4
66,6,0,1,0,75,5
66,7,1,0,0,75,5.9
66,8,0,0,0,75,4.6
66,9,1,1,1,150,5
66,10,0,1,1,150,3.6
66,11,1,0,1,150,3.9
66,12,0,0,1,150,1.4
66,13,1,1,0,150,3
66,14,0,1,0,150,2.4
66,15,1,0,0,150,3.8
66,16,0,0,0,150,1.5
67,1,1,1,1,75,6.8
67,2,0,1,1,75,5.1
67,3,1,0,1,75,6.6
67,4,0,0,1,75,2.5
67,5,1,1,0,75,8
67,6,0,1,0,75,4.6
67,7,1,0,0,75,6.1
67,8,0,0,0,75,2.1
67,9,1,1,1,150,6.5
67,10,0,1,1,150,3.6
67,11,1,0,1,150,3.9
67,12,0,0,1,150,2
67,13,1,1,0,150,4.7
67,14,0,1,0,150,2.3
67,15,1,0,0,150,3.3
67,16,0,0,0,150,1
68,1,1,1,1,75,6.6
68,2,0,1,1,75,4.2
68,3,1,0,1,75,4.8
68,4,0,0,1,75,3.4
68,5,1,1,0,75,6.9
68,6,0,1,0,75,4
68,7,1,0,0,75,6.6
68,8,0,0,0,75,5.2
68,9,1,1,1,150,4
68,10,0,1,1,150,3
68,11,1,0,1,150,4.2
68,12,0,0,1,150,1.9
68,13,1,1,0,150,5.9
68,14,0,1,0,150,3.1
68,15,1,0,0,150,3.1
68,16,0,0,0,150,1.6
69,1,1,1,1,75,5.9
69,2,0,1,1,75,4.6
69,3,1,0,1,75,6.7
69,4,0,0,1,75,3.2
69,5,1,1,0,75,6.8
69,6,0,1,0,75,4.3
69,7,1,0,0,75,4
69,8,0,0,0,75,2.9
69,9,1,1,1,150,4
69,10,0,1,1,150,5
69,11,1,0,1,150,4.5
69,12,0,0,1,150,2.6
69,13,1,1,0,150,4.8
69,14,0,1,0,150,3.2
69,15,1,0,0,150,3.6
69,16,0,0,0,150,1.7
70,1,1,1,1,75,6.1
70,2,0,1,1,75,4.9
70,3,1,0,1,75,5.7
70,4,0,0,1,75,3.2
70,5,1,1,0,75,6.4
70,6,0,1,0,75,3.4
70,7,1,0,0,75,5.5
70,8,0,0,0,75,3.4
70,9,1,1,1,150,6
70,10,0,1,1,150,3.5
70,11,1,0,1,150,4.7
70,12,0,0,1,150,3.7
70,13,1,1,0,150,5.1
70,14,0,1,0,150,3.7
70,15,1,0,0,150,3.5
70,16,0,0,0,150,1.6
71,1,1,1,1,75,6.6
71,2,0,1,1,75,4.3
71,3,1,0,1,75,5.9
71,4,0,0,1,75,4.2
71,5,1,1,0,75,5.5
71,6,0,1,0,75,4.5
71,7,1,0,0,75,5.6
71,8,0,0,0,75,3
71,9,1,1,1,150,4.5
71,10,0,1,1,150,3.6
71,11,1,0,1,150,3.2
71,12,0,0,1,150,3.5
71,13,1,1,0,150,4.7
71,14,0,1,0,150,2.2
71,15,1,0,0,150,3.4
71,16,0,0,0,150,2.6
72,1,1,1,1,75,6.6
72,2,0,1,1,75,4.9
72,3,1,0,1,75,6.3
72,4,0,0,1,75,4.7
72,5,1,1,0,75,6
72,6,0,1,0,75,4.9
72,7,1,0,0,75,5.3
72,8,0,0,0,75,3.7
72,9,1,1,1,150,5.5
72,10,0,1,1,150,3.9
72,11,1,0,1,150,4.5
72,12,0,0,1,150,2.2
72,13,1,1,0,150,5.1
72,14,0,1,0,150,3.2
72,15,1,0,0,150,4.1
72,16,0,0,0,150,1.8
73,1,1,1,1,75,7
73,2,0,1,1,75,4.8
73,3,1,0,1,75,6
73,4,0,0,1,75,3.3
73,5,1,1,0,75,7.8
73,6,0,1,0,75,4.6
73,7,1,0,0,75,5.2
73,8,0,0,0,75,2.5
73,9,1,1,1,150,5.2
73,10,0,1,1,150,3.7
73,11,1,0,1,150,4.5
73,12,0,0,1,150,2.4
73,13,1,1,0,150,4.7
73,14,0,1,0,150,3.3
73,15,1,0,0,150,4.5
73,16,0,0,0,150,1.5
74,1,1,1,1,75,6.6
74,2,0,1,1,75,4.2
74,3,1,0,1,75,5.4
74,4,0,0,1,75,3.1
74,5,1,1,0,75,5.8
74,6,0,1,0,75,5.3
74,7,1,0,0,75,6
74,8,0,0,0,75,3.1
74,9,1,1,1,150,5.5
74,10,0,1,1,150,3.7
74,11,1,0,1,150,6
74,12,0,0,1,150,1.5
74,13,1,1,0,150,4.6
74,14,0,1,0,150,3.2
74,15,1,0,0,150,3.2
74,16,0,0,0,150,2
75,1,1,1,1,75,6
75,2,0,1,1,75,4.9
75,3,1,0,1,75,6.6
75,4,0,0,1,75,4
75,5,1,1,0,75,6.4
75,6,0,1,0,75,4.4
75,7,1,0,0,75,4.5
75,8,0,0,0,75,1.7
75,9,1,1,1,150,5.6
75,10,0,1,1,150,2.7
75,11,1,0,1,150,2.2
75,12,0,0,1,150,2.3
75,13,1,1,0,150,3.9
75,14,0,1,0,150,3
75,15,1,0,0,150,3.5
75,16,0,0,0,150,2.1
76,1,1,1,1,75,7.6
76,2,0,1,1,75,4.2
76,3,1,0,1,75,6.3
76,4,0,0,1,75,3.9
76,5,1,1,0,75,5.8
76,6,0,1,0,75,4
76,7,1,0,0,75,4.9
76,8,0,0,0,75,3
76,9,1,1,1,150,4.2
76,10,0,1,1,150,3
76,11,1,0,1,150,4.7
76,12,0,0,1,150,2.2
76,13,1,1,0,150,4.2
76,14,0,1,0,150,3.4
76,15,1,0,0,150,3.1
76,16,0,0,0,150,1.4
77,1,1,1,1,75,7
77,2,0,1,1,75,4.6
77,3,1,0,1,75,5.9
77,4,0,0,1,75,3.1
77,5,1,1,0,75,5.8
77,6,0,1,0,75,5.3
77,7,1,0,0,75,5.2
77,8,0,0,0,75,4.2
77,9,1,1,1,150,4.5
77,10,0,1,1,150,2.7
77,11,1,0,1,150,4.2
77,12,0,0,1,150,3.2
77,13,1,1,0,150,4.1
77,14,0,1,0,150,2.6
77,15,1,0,0,150,4.5
77,16,0,0,0,150,2.4
78,1,1,1,1,75,6.6
78,2,0,1,1,75,4.9
78,3,1,0,1,75,6.4
78,4,0,0,1,75,5.5
78,5,1,1,0,75,6.4
78,6,0,1,0,75,4.9
78,7,1,0,0,75,5.4
78,8,0,0,0,75,3.9
78,9,1,1,1,150,5.8
78,10,0,1,1,150,3.6
78,11,1,0,1,150,4.6
78,12,0,0,1,150,2.9
78,13,1,1,0,150,5.9
78,14,0,1,0,150,3.9
78,15,1,0,0,150,2.5
78,16,0,0,0,150,1.5
79,1,1,1,1,75,8.8
79,2,0,1,1,75,5.7
79,3,1,0,1,75,4.3
79,4,0,0,1,75,4.3
79,5,1,1,0,75,6.1
79,6,0,1,0,75,5.6
79,7,1,0,0,75,4.8
79,8,0,0,0,75,3.2
79,9,1,1,1,150,6.6
79,10,0,1,1,150,3
79,11,1,0,1,150,3.9
79,12,0,0,1,150,1.6
79,13,1,1,0,150,4.1
79,14,0,1,0,150,1.9
79,15,1,0,0,150,4.2
79,16,0,0,0,150,1.6
80,1,1,1,1,75,7.6
80,2,0,1,1,75,4.7
80,3,1,0,1,75,5.8
80,4,0,0,1,75,3.4
80,5,1,1,0,75,6.7
80,6,0,1,0,75,5.8
80,7,1,0,0,75,5.5
80,8,0,0,0,75,4.1
80,9,1,1,1,150,5.3
80,10,0,1,1,150,3.5
80,11,1,0,1,150,3.7
80,12,0,0,1,150,1.7
80,13,1,1,0,150,3.5
80,14,0,1,0,150,2.3
80,15,1,0,0,150,4.3
80,16,0,0,0,150,2.4
81,1,1,1,1,75,7
81,2,0,1,1,75,5.1
81,3,1,0,1,75,5.9
81,4,0,0,1,75,3.3
81,5,1,1,0,75,5.8
81,6,0,1,0,75,5
81,7,1,0,0,75,5
81,8,0,0,0,75,3.7
81,9,1,1,1,150,4.9
81,10,0,1,1,150,2.3
81,11,1,0,1,150,5.1
81,12,0,0,1,150,2.4
81,13,1,1,0,150,4.6
81,14,0,1,0,150,3.3
81,15,1,0,0,150,5.5
81,16,0,0,0,150,2
82,1,1,1,1,75,7.9
82,2,0,1,1,75,5.7
82,3,1,0,1,75,5.4
82,4,0,0,1,75,4.5
82,5,1,1,0,75,6.4
82,6,0,1,0,75,5.2
82,7,1,0,0,75,5.8
82,8,0,0,0,75,3.2
82,9,1,1,1,150,4.1
82,10,0,1,1,150,3.8
82,11,1,0,1,150,4.5
82,12,0,0,1,150,2.1
82,13,1,1,0,150,5.3
82,14,0,1,0,150,2.8
82,15,1,0,0,150,5.1
82,16,0,0,0,150,2.1
83,1,1,1,1,75,6.5
83,2,0,1,1,75,6
83,3,1,0,1,75,4
83,4,0,0,1,75,3.9
83,5,1,1,0,75,7
83,6,0,1,0,75,4.5
83,7,1,0,0,75,5.3
83,8,0,0,0,75,4
83,9,1,1,1,150,4.3
83,10,0,1,1,150,3.1
83,11,1,0,1,150,4
83,12,0,0,1,150,2.2
83,13,1,1,0,150,5.5
83,14,0,1,0,150,2.6
83,15,1,0,0,150,3.7
83,16,0,0,0,150,1.4
84,1,1,1,1,75,5.5
84,2,0,1,1,75,6.5
84,3,1,0,1,75,6.3
84,4,0,0,1,75,3.8
84,5,1,1,0,75,6.7
84,6,0,1,0,75,4.5
84,7,1,0,0,75,5
84,8,0,0,0,75,2.8
84,9,1,1,1,150,4.9
84,10,0,1,1,150,2.3
84,11,1,0,1,150,3
84,12,0,0,1,150,1.2
84,13,1,1,0,150,4.1
84,14,0,1,0,150,2.9
84,15,1,0,0,150,3
84,16,0,0,0,150,2.8
85,1,1,1,1,75,6.3
85,2,0,1,1,75,4.4
85,3,1,0,1,75,5.9
85,4,0,0,1,75,3.9
85,5,1,1,0,75,5.4
85,6,0,1,0,75,5.4
85,7,1,0,0,75,5.3
85,8,0,0,0,75,4.4
85,9,1,1,1,150,5.8
85,10,0,1,1,150,4.2
85,11,1,0,1,150,3.4
85,12,0,0,1,150,1.9
85,13,1,1,0,150,4.6
85,14,0,1,0,150,1.8
85,15,1,0,0,150,4.2
85,16,0,0,0,150,2.3
86,1,1,1,1,75,6.8
86,2,0,1,1,75,3.7
86,3,1,0,1,75,5.4
86,4,0,0,1,75,4.5
86,5,1,1,0,75,5.8
86,6,0,1,0,75,4.4
86,7,1,0,0,75,5.4
86,8,0,0,0,75,4.4
86,9,1,1,1,150,5.3
86,10,0,1,1,150,3.2
86,11,1,0,1,150,4.6
86,12,0,0,1,150,1.8
86,13,1,1,0,150,2.7
86,14,0,1,0,150,2.9
86,15,1,0,0,150,3.1
86,16,0,0,0,150,1.4
87,1,1,1,1,75,7.9
87,2,0,1,1,75,5.5
87,3,1,0,1,75,6.5
87,4,0,0,1,75,5.3
87,5,1,1,0,75,5.5
87,6,0,1,0,75,4.5
87,7,1,0,0,75,6.1
87,8,0,0,0,75,3.8
87,9,1,1,1,150,4.9
87,10,0,1,1,150,3.4
87,11,1,0,1,150,3.3
87,12,0,0,1,150,3.2
87,13,1,1,0,150,5.5
87,14,0,1,0,150,2.4
87,15,1,0,0,150,5
87,16,0,0,0,150,3
88,1,1,1,1,75,5.6
88,2,0,1,1,75,6.4
88,3,1,0,1,75,5.6
88,4,0,0,1,75,5.1
88,5,1,1,0,75,4.9
88,6,0,1,0,75,4.5
88,7,1,0,0,75,5.4
88,8,0,0,0,75,3.2
88,9,1,1,1,150,5.7
88,10,0,1,1,150,2.8
88,11,1,0,1,150,4
88,12,0,0,1,150,1.7
88,13,1,1,0,150,4.9
88,14,0,1,0,150,2.8
88,15,1,0,0,150,3.7
88,16,0,0,0,150,2.6
89,1,1,1,1,75,6.4
89,2,0,1,1,75,4.8
89,3,1,0,1,75,5.8
89,4,0,0,1,75,3.8
89,5,1,1,0,75,7
89,6,0,1,0,75,5.3
89,7,1,0,0,75,6.9
89,8,0,0,0,75,3.2
89,9,1,1,1,150,6.7
89,10,0,1,1,150,3.6
89,11,1,0,1,150,2.7
89,12,0,0,1,150,1.3
89,13,1,1,0,150,3.8
89,14,0,1,0,150,2.1
89,15,1,0,0,150,4
89,16,0,0,0,150,3.3
90,1,1,1,1,75,7
90,2,0,1,1,75,4.7
90,3,1,0,1,75,5.2
90,4,0,0,1,75,5.1
90,5,1,1,0,75,5.8
90,6,0,1,0,75,5.1
90,7,1,0,0,75,4.3
90,8,0,0,0,75,3.1
90,9,1,1,1,150,4.1
90,10,0,1,1,150,3
90,11,1,0,1,150,5.2
90,12,0,0,1,150,2.2
90,13,1,1,0,150,5.3
90,14,0,1,0,150,1.6
90,15,1,0,0,150,3.5
90,16,0,0,0,150,2
91,1,1,1,1,75,6.3
91,2,0,1,1,75,5.4
91,3,1,0,1,75,4.9
91,4,0,0,1,75,4.3
91,5,1,1,0,75,6.5
91,6,0,1,0,75,5
91,7,1,0,0,75,6.2
91,8,0,0,0,75,4.3
91,9,1,1,1,150,6.3
91,10,0,1,1,150,3.7
91,11,1,0,1,150,3.4
91,12,0,0,1,150,3.3
91,13,1,1,0,150,6.2
91,14,0,1,0,150,3.3
91,15,1,0,0,150,3.3
91,16,0,0,0,150,2.2
92,1,1,1,1,75,6.4
92,2,0,1,1,75,5.1
92,3,1,0,1,75,6
92,4,0,0,1,75,2.4
92,5,1,1,0,75,7.7
92,6,0,1,0,75,5
92,7,1,0,0,75,5.8
92,8,0,0,0,75,3.1
92,9,1,1,1,150,4.6
92,10,0,1,1,150,4.4
92,11,1,0,1,150,3.1
92,12,0,0,1,150,3.4
92,13,1,1,0,150,3.3
92,14,0,1,0,150,3.4
92,15,1,0,0,150,3
92,16,0,0,0,150,1.3
93,1,1,1,1,75,6.1
93,2,0,1,1,75,5.2
93,3,1,0,1,75,6.9
93,4,0,0,1,75,4.2
93,5,1,1,0,75,7.2
93,6,0,1,0,75,4.9
93,7,1,0,0,75,3.3
93,8,0,0,0,75,3.7
93,9,1,1,1,150,4.7
93,10,0,1,1,150,4.4
93,11,1,0,1,150,3.3
93,12,0,0,1,150,1.9
93,13,1,1,0,150,4.7
93,14,0,1,0,150,3.8
93,15,1,0,0,150,3.6
93,16,0,0,0,150,2.8
94,1,1,1,1,75,7.4
94,2,0,1,1,75,5.5
94,3,1,0,1,75,3.9
94,4,0,0,1,75,3.8
94,5,1,1,0,75,6.4
94,6,0,1,0,75,5.4
94,7,1,0,0,75,5.4
94,8,0,0,0,75,3.8
94,9,1,1,1,150,5.9
94,10,0,1,1,150,3.8
94,11,1,0,1,150,3.6
94,12,0,0,1,150,1.2
94,13,1,1,0,150,4.2
94,14,0,1,0,150,1.6
94,15,1,0,0,150,2.6
94,16,0,0,0,150,2.1
95,1,1,1,1,75,6.9
95,2,0,1,1,75,4.2
95,3,1,0,1,75,6.1
95,4,0,0,1,75,3.4
95,5,1,1,0,75,7
95,6,0,1,0,75,3.7
95,7,1,0,0,75,5.7
95,8,0,0,0,75,2.8
95,9,1,1,1,150,5.1
95,10,0,1,1,150,2.3
95,11,1,0,1,150,3.6
95,12,0,0,1,150,3.8
95,13,1,1,0,150,4.4
95,14,0,1,0,150,2.2
95,15,1,0,0,150,3.6
95,16,0,0,0,150,3
96,1,1,1,1,75,7.2
96,2,0,1,1,75,4.9
96,3,1,0,1,75,7.6
96,4,0,0,1,75,4.1
96,5,1,1,0,75,6.9
96,6,0,1,0,75,3.6
96,7,1,0,0,75,6.1
96,8,0,0,0,75,3.5
96,9,1,1,1,150,5.3
96,10,0,1,1,150,4.7
96,11,1,0,1,150,4.6
96,12,0,0,1,150,3.4
96,13,1,1,0,150,5.1
96,14,0,1,0,150,2.5
96,15,1,0,0,150,2.7
96,16,0,0,0,150,2.2
97,1,1,1,1,75,6.3
97,2,0,1,1,75,5.2
97,3,1,0,1,75,6.1
97,4,0,0,1,75,3.1
97,5,1,1,0,75,6
97,6,0,1,0,75,3.8
97,7,1,0,0,75,6.8
97,8,0,0,0,75,4.3
97,9,1,1,1,150,5.1
97,10,0,1,1,150,4.6
97,11,1,0,1,150,4.9
97,12,0,0,1,150,2.4
97,13,1,1,0,150,4.6
97,14,0,1,0,150,2.3
97,15,1,0,0,150,4.1
97,16,0,0,0,150,1.8
98,1,1,1,1,75,7
98,2,0,1,1,75,5.9
98,3,1,0,1,75,6.7
98,4,0,0,1,75,4.2
98,5,1,1,0,75,6.3
98,6,0,1,0,75,5.7
98,7,1,0,0,75,4.8
98,8,0,0,0,75,1.9
98,9,1,1,1,150,4.8
98,10,0,1,1,150,2.3
98,11,1,0,1,150,3.9
98,12,0,0,1,150,2.6
98,13,1,1,0,150,5.8
98,14,0,1,0,150,3.2
98,15,1,0,0,150,4.1
98,16,0,0,0,150,2.9
99,1,1,1,1,75,6.2
99,2,0,1,1,75,5.9
99,3,1,0,1,75,5.9
99,4,0,0,1,75,4.4
99,5,1,1,0,75,6.3
99,6,0,1,0,75,3.9
99,7,1,0,0,75,6
99,8,0,0,0,75,3.2
99,9,1,1,1,150,5.6
99,10,0,1,1,150,3.5
99,11,1,0,1,150,3.6
99,12,0,0,1,150,1
99,13,1,1,0,150,4.4
99,14,0,1,0,150,3.2
99,15,1,0,0,150,3.6
99,16,0,0,0,150,1.3
100,1,1,1,1,75,5.6
100,2,0,1,1,75,5
100,3,1,0,1,75,5.9
100,4,0,0,1,75,5
100,5,1,1,0,75,6.4
100,6,0,1,0,75,5.7
100,7,1,0,0,75,5.3
100,8,0,0,0,75,3.1
100,9,1,1,1,150,5.6
100,10,0,1,1,150,3.5
100,11,1,0,1,150,4.2
100,12,0,0,1,150,1.4
100,13,1,1,0,150,4.5
100,14,0,1,0,150,1.8
100,15,1,0,0,150,3.4
100,16,0,0,0,150,2.7
101,1,1,1,1,75,3.9
101,2,0,1,1,75,4.4
101,3,1,0,1,75,5.5
101,4,0,0,1,75,3
101,5,1,1,0,75,5.2
101,6,0,1,0,75,5.9
101,7,1,0,0,75,5.9
101,8,0,0,0,75,2.6
101,9,1,1,1,150,5.5
101,10,0,1,1,150,3.1
101,11,1,0,1,150,3.5
101,12,0,0,1,150,2.9
101,13,1,1,0,150,5.4
101,14,0,1,0,150,2.2
101,15,1,0,0,150,5.6
101,16,0,0,0,150,1.1
102,1,1,1,1,75,7.5
102,2,0,1,1,75,5
102,3,1,0,1,75,5.5
102,4,0,0,1,75,3.9
102,5,1,1,0,75,7.4
102,6,0,1,0,75,5.5
102,7,1,0,0,75,5.3
102,8,0,0,0,75,4.3
102,9,1,1,1,150,5.2
102,10,0,1,1,150,4.3
102,11,1,0,1,150,4.2
102,12,0,0,1,150,3.8
102,13,1,1,0,150,3.4
102,14,0,1,0,150,4.1
102,15,1,0,0,150,4
102,16,0,0,0,150,2.9
103,1,1,1,1,75,8.3
103,2,0,1,1,75,5.9
103,3,1,0,1,75,7.5
103,4,0,0,1,75,4.5
103,5,1,1,0,75,4.8
103,6,0,1,0,75,4.1
103,7,1,0,0,75,6.2
103,8,0,0,0,75,3.1
103,9,1,1,1,150,5.6
103,10,0,1,1,150,3.1
103,11,1,0,1,150,4.7
103,12,0,0,1,150,2.5
103,13,1,1,0,150,4.8
103,14,0,1,0,150,3.5
103,15,1,0,0,150,5
103,16,0,0,0,150,1.7
104,1,1,1,1,75,5.8
104,2,0,1,1,75,5.9
104,3,1,0,1,75,4.7
104,4,0,0,1,75,4.3
104,5,1,1,0,75,6.9
104,6,0,1,0,75,4.7
104,7,1,0,0,75,6.8
104,8,0,0,0,75,3.4
104,9,1,1,1,150,6.2
104,10,0,1,1,150,4.7
104,11,1,0,1,150,4.3
104,12,0,0,1,150,3
104,13,1,1,0,150,4.2
104,14,0,1,0,150,4
104,15,1,0,0,150,4.4
104,16,0,0,0,150,1
105,1,1,1,1,75,6.9
105,2,0,1,1,75,5.4
105,3,1,0,1,75,6.5
105,4,0,0,1,75,4
105,5,1,1,0,75,5.4
105,6,0,1,0,75,4.4
105,7,1,0,0,75,6.8
105,8,0,0,0,75,2.7
105,9,1,1,1,150,4.5
105,10,0,1,1,150,3.2
105,11,1,0,1,150,2.4
105,12,0,0,1,150,1.5
105,13,1,1,0,150,3.4
105,14,0,1,0,150,3.9
105,15,1,0,0,150,4.6
105,16,0,0,0,150,1.1
106,1,1,1,1,75,7.2
106,2,0,1,1,75,4.7
106,3,1,0,1,75,5.9
106,4,0,0,1,75,5.2
106,5,1,1,0,75,4.7
106,6,0,1,0,75,4.3
106,7,1,0,0,75,5.6
106,8,0,0,0,75,1.9
106,9,1,1,1,150,5.4
106,10,0,1,1,150,4.2
106,11,1,0,1,150,4.2
106,12,0,0,1,150,2.6
106,13,1,1,0,150,4.8
106,14,0,1,0,150,3.2
106,15,1,0,0,150,4.3
106,16,0,0,0,150,1.9
107,1,1,1,1,75,5.2
107,2,0,1,1,75,6.2
107,3,1,0,1,75,5.2
107,4,0,0,1,75,3.6
107,5,1,1,0,75,5.9
107,6,0,1,0,75,4.7
107,7,1,0,0,75,5.2
107,8,0,0,0,75,3.8
107,9,1,1,1,150,4.9
107,10,0,1,1,150,3.5
107,11,1,0,1,150,4.5
107,12,0,0,1,150,3.1
107,13,1,1,0,150,4.4
107,14,0,1,0,150,3.2
107,15,1,0,0,150,4.2
107,16,0,0,0,150,2
108,1,1,1,1,75,6.6
108,2,0,1,1,75,5.9
108,3,1,0,1,75,6
108,4,0,0,1,75,1.8
108,5,1,1,0,75,6.2
108,6,0,1,0,75,4.2
108,7,1,0,0,75,5.5
108,8,0,0,0,75,3.8
108,9,1,1,1,150,5.6
108,10,0,1,1,150,4.1
108,11,1,0,1,150,3.4
108,12,0,0,1,150,1.2
108,13,1,1,0,150,4.7
108,14,0,1,0,150,2.8
108,15,1,0,0,150,4.4
108,16,0,0,0,150,3
109,1,1,1,1,75,6.7
109,2,0,1,1,75,3.6
109,3,1,0,1,75,6.9
109,4,0,0,1,75,4.3
109,5,1,1,0,75,6.2
109,6,0,1,0,75,5.1
109,7,1,0,0,75,5.3
109,8,0,0,0,75,5.4
109,9,1,1,1,150,4.8
109,10,0,1,1,150,3.6
109,11,1,0,1,150,3.4
109,12,0,0,1,150,1.4
109,13,1,1,0,150,5.4
109,14,0,1,0,150,4
109,15,1,0,0,150,4.4
109,16,0,0,0,150,1
110,1,1,1,1,75,7.1
110,2,0,1,1,75,4.2
110,3,1,0,1,75,6.1
110,4,0,0,1,75,2.3
110,5,1,1,0,75,7.3
110,6,0,1,0,75,6
110,7,1,0,0,75,5.4
110,8,0,0,0,75,4.6
110,9,1,1,1,150,4.7
110,10,0,1,1,150,3.3
110,11,1,0,1,150,4.9
110,12,0,0,1,150,2.5
110,13,1,1,0,150,3.8
110,14,0,1,0,150,2.9
110,15,1,0,0,150,3.5
110,16,0,0,0,150,1.6
111,1,1,1,1,75,7.4
111,2,0,1,1,75,6.2
111,3,1,0,1,75,6
111,4,0,0,1,75,4.3
